pokemon_id,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,Emerald,FireRed,LeafGreen,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus
359,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Route 120,Route 120,Route 120,Trade from Ruby/Sapphire/Emerald/Colosseum,Trade from Ruby/Sapphire/Emerald/Colosseum,Swarm in Route 213,Swarm in Route 213,Mt. Coronet Top,"Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver, Ice Path, The Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls","Slowpoke Well, Union Cave, Mt. Mortar, Dark Cave, Whirl Islands, Mt. Silver, Ice Path, The Cliff Cave, Diglett's Cave, Mt. Moon, Cerulean Cave, Rock Tunnel, Seafoam Islands, Victory Road, Tohjo Falls","Route 13, Giant Chasm","Route 13, Giant Chasm","Route 13, 14","Route 13, 14","Route 8 , Friend Safari","Route 8 , Friend Safari",Route 120,Route 120,"Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 213 , Grand Underground","Route 213 , Grand Underground",Not found in Legends Arceus
360,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Mirage Island,Mirage Island,Mirage Island,Breed Wobbuffet with Lax Incense attached,Breed Wobbuffet with Lax Incense attached,Breed Wobbuffet with Lax Incense Attached,Breed Wobbuffet with Lax Incense Attached,Breed Wobbuffet,Breed Wobbuffet,Breed Wobbuffet,Route 2 (Swarm),Route 2 (Swarm),Breed Wobbuffet,Breed Wobbuffet,Breed Wobbuffet,Breed Wobbuffet,Hatch from Egg in Lavaridge Town,Hatch from Egg in Lavaridge Town,Transfer required,Transfer required,Transfer required,Transfer required,"Max Raid Battles: Hammerlocke Hills , Motostoke Riverbank , Stony Wilderness","Max Raid Battles: Hammerlocke Hills , Motostoke Riverbank , Stony Wilderness",Breed Wobbuffet,Breed Wobbuffet,Not found in Legends Arceus
361,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Shoal Cave Ice Room,Shoal Cave Ice Room,Shoal Cave Ice Room,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,"Routes 216 & 217, Lake Acuity Surrounding","Routes 216 & 217, Lake Acuity Surrounding","Route 217, Lake Acuity, Lake Acuity Lakefront",Transfer from PokéWalker,Transfer from PokéWalker,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Friend Safari,Friend Safari,Shoal Cave,Shoal Cave,"Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Mount Lanakila , Tapu Village","Route 8 , Dappled Grove , East Lake Axewell , Giant's Cap , Giant's Seat , Hammerlocke Hills , North Lake Miloch , Rolling Fields , South Lake Miloch , Watchtower Ruins , West Lake Axewell , Max Raid Battles: Dusty Bowl , Giant's Cap , Hammerlocke Hills , Stony Wilderness","Route 8 , Dappled Grove , East Lake Axewell , Giant's Cap , Giant's Seat , Hammerlocke Hills , North Lake Miloch , Rolling Fields , South Lake Miloch , Watchtower Ruins , West Lake Axewell , Max Raid Battles: Dusty Bowl , Giant's Cap , Giant's Seat , Hammerlocke Hills , Stony Wilderness","Route 216 , Route 217 , Acuity Lakefront , Grand Underground","Route 216 , Route 217 , Acuity Lakefront , Grand Underground","Alabaster Icelands : Whiteout Valley , Bonechill Wastes , Avalanche Slopes , Avalugg's Legacy or nearby , Alabaster Icelands : Massive Mass Outbreak"
362,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Snorunt,Evolve Snorunt,Evolve Snorunt,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,Evolve from Snorunt,Evolve from Snorunt,Evolve Snorunt,Evolve Snorunt,Evolve Snorunt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Evolve Snorunt,Evolve Snorunt,Evolve Snorunt,Evolve Snorunt,Mount Lanakila (SOS Only),Mount Lanakila (SOS Only),Mount Lanakila,Mount Lanakila,"Route 9 , Route 10 , Giant's Cap , Giant's Seat , Lake of Outrage , Watchtower Ruins , Max Raid Battles: Dusty Bowl , Giant's Cap , Hammerlocke Hills , Stony Wilderness","Route 9 , Route 10 , Giant's Cap , Giant's Seat , Lake of Outrage , Watchtower Ruins , Max Raid Battles: Dusty Bowl , Giant's Cap , Giant's Seat , Hammerlocke Hills , Stony Wilderness",Grand Underground,Grand Underground,"Alabaster Icelands : Bonechill Wastes , Avalugg's Legacy , Avalanche Slopes , Snowpoint Temple or nearby , Alabaster Icelands : Massive Mass Outbreak"
363,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Shoal Cave,Shoal Cave,Shoal Cave,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,"Transfer from GBA Games, Trade with Pearl",Routes 226 & 230 (Surf),Breed Sealeo,Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Undella Bay (Winter - Surf),Undella Bay (Winter - Surf),Undella Bay (Winter),Undella Bay (Winter),Friend Safari,Friend Safari,Shoal Cave,Shoal Cave,Route 7 - Island Scan (Monday),Route 7 - Island Scan (Monday),Route 7 - Island Scan (Monday),Route 7 - Island Scan (Monday),"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Breed Walrein,"Route 226 , Route 230 , Grand Underground","Cobalt Coastlands : Ginkgo Landing or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Cobalt Coastlands : Massive Mass Outbreak"
364,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Spheal,Evolve Spheal,Evolve Spheal,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,"Transfer from GBA Games, Trade with Pearl",Routes 226 & 230 (Surf),Route 230 (Surf),Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Undella Bay (Winter - Surf),Undella Bay (Winter - Surf),Undella Bay (Winter),Undella Bay (Winter),Evolve Spheal,Evolve Spheal,Shoal Cave,Shoal Cave,Evolve Spheal,Evolve Spheal,Evolve Spheal,Evolve Spheal,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Spheal,"Route 226 , Route 230 , Grand Underground","Cobalt Coastlands : Islespy Shore or nearby , Obsidian Fieldlands : Massive Mass Outbreak , Cobalt Coastlands : Massive Mass Outbreak"
365,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,"Transfer from GBA Games, Trade with Pearl",Evolve from Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Undella Bay (Winter - Surf),Undella Bay (Winter - Surf),Undella Bay (Winter),Undella Bay (Winter),Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,Evolve Sealeo,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Grand Underground,Grand Underground,"Cobalt Coastlands : Ginkgo Landing , Islespy Shore or nearby , Cobalt Coastlands : Massive Mass Outbreak"
366,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Underwater Routes 124 & 126,Underwater Routes 124 & 126,Underwater Routes 124 & 126,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Routes 219 & 221 (Fish w/ Super Rod),Routes 219 & 221 (Fish w/ Super Rod),Trade from D/P,Route 19,Route 19,Route 4 (Fish),Route 4 (Fish),Route 4,Route 4,Route 12 - Fish,Route 12 - Fish,"Route 107, Route 124, Route 126, Route 128, Route 129, Route 130","Route 107, Route 124, Route 126, Route 128, Route 129, Route 130",Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,"Route 15 , Melemele Sea","Route 15 , Melemele Sea",Not found in Sword,Not found in Shield,"Route 219 , Route 221 , Grand Underground","Route 219 , Route 221 , Grand Underground",Not found in Legends Arceus
367,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Clamperl,Evolve Clamperl,Evolve Clamperl,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Clamperl,Evolve from Clamperl,Trade from D/P,Evolve Clamperl,Evolve Clamperl,Route 4 (Fish),Evolve Clamperl,Route 4,Evolve Clamperl,Route 12 - Fish,Evolve Clamperl,Evolve Clamperl,Evolve Clamperl,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,"Route 15 (SOS Only), Melemele Sea (SOS Only)","Route 15 (SOS Only), Melemele Sea (SOS Only)",Not found in Sword,Not found in Shield,Evolve Clamperl,Evolve Clamperl,Not found in Legends Arceus
368,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Clamperl,Evolve Clamperl,Evolve Clamperl,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Clamperl,Evolve from Clamperl,Trade from D/P,Evolve Clamperl,Evolve Clamperl,Evolve Clamperl,Route 4 (Fish),Evolve Clamperl,Route 4,Evolve Clamperl,Route 12 - Fish,Evolve Clamperl,Evolve Clamperl,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,"Route 15 (SOS Only), Melemele Sea (SOS Only)","Route 15 (SOS Only), Melemele Sea (SOS Only)",Not found in Sword,Not found in Shield,Evolve Clamperl,Evolve Clamperl,Not found in Legends Arceus
369,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Underwater Routes 124 & 126,Underwater Routes 124 & 126,Underwater Routes 124 & 126,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Route 226 (Fish w/ Super Rod),Route 226 (Fish w/ Super Rod),Route 226 (Fish With Super Rod),Route 12,Route 12,Route 4 (Fish),Route 4 (Fish),Route 4,Route 4,"Ambrette Town, Cyllage City - Fish","Ambrette Town, Cyllage City - Fish","Route 107, Route 124, Route 126, Route 128, Route 129, Route 130","Route 107, Route 124, Route 126, Route 128, Route 129, Route 130",Poni Wilds,Poni Wilds,Poni Breaker Coast,Poni Breaker Coast,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Route 226,Route 226,Not found in Legends Arceus
370,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Route 128 & Evergrande City (Fish),Route 128 & Evergrande City (Fish),Route 128 & Evergrande City (Fish),Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Route 224, Pokémon League (Fish w/ Super Rod)","Route 224, Pokémon League (Fish w/ Super Rod)","Route 224, Pokemon League (Fish With Super Rod)",Route 27,Route 27,"Route 4, 13, Driftveil City, Undella Town, Undella Bay (Fish)","Route 4, 13, Driftveil City, Undella Town, Undella Bay (Fish)","Route 13, 21, Undella Town, Humilau City, Seaside Cave","Route 13, 21, Undella Town, Humilau City, Seaside Cave","Route 8, 12, Azure Bay, Cyllage City - Fish","Route 8, 12, Ambrette Town, Azure Bay, Cyllage City - Fish","Route 128, Ever Grande City","Route 128, Ever Grande City","Route 9 , Melemele Sea","Route 9 , Melemele Sea","Route 9 , Melemele Sea","Route 9 , Melemele Sea",Not found in Sword,Not found in Shield,"Route 224 , Pokemon League","Route 224 , Pokemon League",Not found in Legends Arceus
371,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Deep in Meteor Falls,Deep in Meteor Falls,Deep in Meteor Falls,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Transfer from GBA Games, Trade with Pearl",Route 210-North,Route 210 North (PokeRadar),Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Trade from White,White Forest,Hidden Grotto - Pinwheel Forest,Hidden Grotto - Pinwheel Forest,Route 8,Route 8,Meteor Falls,Meteor Falls,"Route 3 , Kala'e Bay","Route 3 , Kala'e Bay","Route 3 , Kala'e Bay","Route 3 , Kala'e Bay","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trade from Pokémon Shining Pearl,"Route 210 , Grand Underground",Not found in Legends Arceus
372,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Bagon,Evolve Bagon,Evolve Bagon,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,"Transfer from GBA Games, Trade with Pearl",Evolve from Bagon,Evolve Bagon,Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Trade from White,Evolve Bagon,Evolve Bagon,Evolve Bagon,"Evolve Bagon , Friend Safari","Evolve Bagon , Friend Safari",Evolve Bagon,Evolve Bagon,Kala'e Bay (SOS Only),Kala'e Bay (SOS Only),Kala'e Bay (SOS Only),Kala'e Bay (SOS Only),"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trade from Pokémon Shining Pearl,Grand Underground,Not found in Legends Arceus
373,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Trade from Ruby/Sapphire/Emerald/XD,Trade from Ruby/Sapphire/Emerald/XD,"Transfer from GBA Games, Trade with Pearl",Evolve from Shelgon,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Trade from White,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Evolve Shelgon,Route 3 (SOS Only),Route 3 (SOS Only),Route 3 (SOS Only),Route 3 (SOS Only),"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Trade from Pokémon Shining Pearl,Evolve Shelgon,Not found in Legends Arceus
374,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Steven's House after Defeating Elite Four,Steven's House after Defeating Elite Four,Steven's House after Defeating Elite Four,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Swarm in 228,Swarm in 228,Route 228 - (Swarm),Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Breed Metang,Breed Metang,Breed Beldum,Breed Beldum,Breed Metang,Breed Metang,Gift from Steven in Mossdeep City,Gift from Steven in Mossdeep City,Mount Hokulani,Mount Hokulani,Mount Hokulani,Mount Hokulani,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Route 228 , Grand Underground","Route 228 , Grand Underground",Not found in Legends Arceus
375,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Beldum,Evolve Beldum,Evolve Beldum,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Evolve from Beldum,Evolve from Beldum,Evolve Beldum,Safari Zone (With Blocks After Levelled Up),Safari Zone (With Blocks After Levelled Up),Giant Chasm,Giant Chasm,"Giant Chasm , Hidden Grotto - Giant Chasm","Giant Chasm , Hidden Grotto - Giant Chasm",Friend Safari,Friend Safari,Evolve Beldum,Evolve Beldum,Evolve Beldum,Evolve Beldum,Evolve Beldum,Evolve Beldum,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Beldum,Evolve Beldum,Not found in Legends Arceus
376,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve Metang,Evolve Metang,Evolve Metang,Trade from Ruby/Sapphire/Emerald/Colosseum,Trade from Ruby/Sapphire/Emerald/Colosseum,Evolve from Metang,Evolve from Metang,Evolve Metang,Evolve Metang,Evolve Metang,Giant Chasm,Giant Chasm,Giant Chasm,Giant Chasm,Evolve Metang,Evolve Metang,Evolve Metang,Evolve Metang,Evolve Metang,Evolve Metang,Evolve Metang,Evolve Metang,"Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles","Transfer from Pokémon HOME or Trade with players with Expansion Pass , Max Raid Battles",Evolve Metang,Evolve Metang,Not found in Legends Arceus
377,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Desert Ruins,Desert Ruins,Desert Ruins,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,Rock Peak Ruins (Route 228),Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Underground Ruins,Underground Ruins,Transfer required,Transfer required,Route 111,Route 111,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
378,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Island Cave (Route 105),Island Cave (Route 105),Island Cave (Route 105),Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,Iceberg Ruins (Mt. Coronet),Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Underground Ruins,Underground Ruins,Transfer required,Transfer required,Route 105,Route 105,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
379,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Ancient Tomb (Route 120),Ancient Tomb (Route 120),Ancient Tomb (Route 120),Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,Iron Ruins (Iron Island),Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Underground Ruins,Underground Ruins,Transfer required,Transfer required,Route 120,Route 120,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
380,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Southern Island,Wild in Hoenn after beating Elite Four,Wild in Hoenn after beating Elite Four (Pick Red) OR Southern Island,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Roaming Kanto,Pewter City (Enigma Crystal),None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Dreamyard,Transfer required,Transfer required,Southern Island,Gift in Southern Island,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Moon,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
381,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Wild in Hoenn after beating Elite Four,Southern Island,Wild in Hoenn after beating Elite Four (Pick Blue) OR Southern Island,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Pewter City (Enigma Crystal),Roaming Kanto,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Dreamyard,Trade Required,Transfer required,Transfer required,Gift in Southern Island,Southern Island,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Trade from Ultra Sun,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
382,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from Sapphire/Emerald,Cave of Origin,Marine Cave,Trade from Sapphire/Emerald,Trade from Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Hidden Tower,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Trade from Alpha Sapphire,Cave of Origin,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Moon,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
383,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Cave of Origin,Trade from Ruby/Emerald,Terra Cave,Trade from Ruby/Emerald,Trade from Ruby/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Trade from DPt,Hidden Tower,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Cave of Origin,Trade from Omega Ruby,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Trade from Ultra Sun,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
384,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Sky Pillar,Sky Pillar,Sky Pillar,Trade from Ruby/Sapphire/Emerald,Trade from Ruby/Sapphire/Emerald,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Hidden Tower,Hidden Tower,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Sky Pillar,Sky Pillar,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ultra Space Wilds,Ultra Space Wilds,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Transfer from Pokémon HOME or Trade with players with Expansion Pass,Ramanas Park,Ramanas Park,Not found in Legends Arceus
385,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,"Obtain from Special Event, Colosseum Bonus Disk or Pokémon Channel","Obtain from Special Event, Colosseum Bonus Disk or Pokémon Channel","Obtain from Special Event, Colosseum Bonus Disk or Pokémon Channel",Obtain from Special Event,Obtain from Special Event,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Transfer or receive from event,Transfer or receive from event,Transfer required,Transfer required,Transfer required,Transfer required,Transfer through Pokémon HOME or through events,Transfer through Pokémon HOME or through events,Floaroma Town (Gift - Have a Pokémon Sword/Shield Savefile),Floaroma Town (Gift - Have a Pokémon Sword/Shield Savefile),Not found in Legends Arceus
386,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Trade from FireRed/LeafGreen/Emerald,Trade from FireRed/LeafGreen/Emerald,Birth Island,Birth Island,Birth Island,Transfer from GBA via Pal Park,Transfer from GBA via Pal Park,None - Pal Park from 3rd Gen,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Sky Pillar,Sky Pillar,Transfer required,Transfer required,Transfer required,Transfer required,Not found in Sword,Not found in Shield,Transfer from Pokémon HOME,Transfer from Pokémon HOME,Not found in Legends Arceus
387,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Starter Pokémon obtained at Lake Verity,Starter Pokémon obtained at Lake Verity,Receive from Prof. Rowan,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,"From Professor Birch in, Route 101","From Professor Birch in, Route 101",Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Breed Grotle,Breed Grotle,Not found in Sword,Not found in Shield,"Grand Underground , , Lake Verity (Gift - From Briefcase)","Grand Underground , , Lake Verity (Gift - From Briefcase)","Crimson Mirelands : Droning Meadow or nearby , Crimson Mirelands : Massive Mass Outbreak"
388,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Not found in this generation,Evolve from Turtwig,Evolve from Turtwig,Evolve Turtwig,Trade from DPt,Trade from DPt,None. PokéTransfer or Dream World,None. PokéTransfer or Dream World,Trade Required,Trade Required,Transfer required,Transfer required,Evolve Turtwig,Evolve Turtwig,Trade from Ultra Sun/Ultra Moon,Trade from Ultra Sun/Ultra Moon,Ula'ula Meadow - Island Scan (Wednesday),Ula'ula Meadow - Island Scan (Wednesday),Not found in Sword,Not found in Shield,Evolve Turtwig,Evolve Turtwig,"Crimson Mirelands : Droning Meadow or nearby , Crimson Mirelands : Massive Mass Outbreak"
